Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,18022022,582721270,0001941
Trade Date <18-FEB-2022>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,122561,51994,42.42
20,2,21STCENMGM,EQ,3970,3970,100.00
20,3,3IINFOLTD,EQ,975634,547779,56.15
20,4,3MINDIA,EQ,1548,951,61.43
20,5,563GS2026,GS,1496,1496,100.00
20,6,5PAISA,EQ,12530,9226,73.63
20,7,667GS2050,GS,2310,2211,95.71
20,8,676GS2061,GS,2,2,100.00
20,9,68GS2060,GS,201,201,100.00
20,10,695GS2061,GS,1825,1825,100.00
20,11,699GS2051,GS,800,800,100.00
20,12,719GS2060,GS,267,267,100.00
20,13,727GS2026,GS,700,700,100.00
20,14,772GS2055,GS,240,240,100.00
20,15,A2ZINFRA,EQ,361838,236646,65.40
20,16,AAREYDRUGS,EQ,63444,37801,59.58
20,17,AARON,EQ,1104,535,48.46
20,18,AARTIDRUGS,EQ,76587,40044,52.29
20,19,AARTIIND,EQ,434247,168784,38.87
20,20,AARTISURF,EQ,47479,35941,75.70
20,21,AARVEEDEN,EQ,23412,19381,82.78
20,22,AARVI,EQ,13620,8530,62.63
20,23,AAVAS,EQ,95337,32351,33.93
20,24,ABAN,EQ,75460,51809,68.66
20,25,ABB,EQ,177031,108538,61.31
20,26,ABBOTINDIA,EQ,14857,3341,22.49
20,27,ABCAPITAL,EQ,2031261,815955,40.17
20,28,ABCOTS,SM,128000,104000,81.25
20,29,ABFRL,EQ,727808,180143,24.75
20,30,ABINFRA,SM,12000,8000,66.67
20,31,ABMINTLLTD,EQ,1698,503,29.62
20,32,ABSLAMC,EQ,257674,184309,71.53
20,33,ABSLBANETF,EQ,2319,1324,57.09
20,34,ABSLNN50ET,EQ,3635,3019,83.05
20,35,ACC,EQ,295149,125806,42.62
20,36,ACCELYA,EQ,5599,3400,60.73
20,37,ACCORD,SM,2000,2000,100.00
20,38,ACCURACY,EQ,116814,46328,39.66
20,39,ACE,EQ,344838,194499,56.40
20,40,ACRYSIL,EQ,42575,17919,42.09
20,41,ADANIENT,EQ,945100,205950,21.79
20,42,ADANIGREEN,EQ,1134090,267888,23.62
20,43,ADANIPORTS,EQ,2151557,281107,13.07
20,44,ADANIPOWER,EQ,84048571,9903250,11.78
20,45,ADANITRANS,EQ,82693,47701,57.68
20,46,ADFFOODS,EQ,7999,3764,47.06
20,47,ADORWELD,EQ,7340,3237,44.10
20,48,ADSL,EQ,101156,51347,50.76
20,49,ADVANIHOTR,EQ,1186359,447315,37.70
20,50,ADVENZYMES,EQ,60445,34292,56.73
20,51,AEGISCHEM,EQ,748690,402757,53.79
20,52,AFFLE,EQ,234786,77998,33.22
20,53,AGARIND,EQ,53183,26951,50.68
20,54,AGRITECH,EQ,54118,36621,67.67
20,55,AGROPHOS,EQ,40832,24275,59.45
20,56,AGSTRA,EQ,492873,176663,35.84
20,57,AHLADA,EQ,32922,23945,72.73
20,58,AHLEAST,EQ,9426,6913,73.34
20,59,AHLUCONT,EQ,20769,10048,48.38
20,60,AIAENG,EQ,26548,16312,61.44
20,61,AILIMITED,SM,12000,9000,75.00
20,62,AIRAN,EQ,187556,96795,51.61
20,63,AIROLAM,EQ,16755,10563,63.04
20,64,AIRTELPP,E1,354786,294897,83.12
20,65,AJANTPHARM,EQ,29276,10917,37.29
20,66,AJMERA,EQ,21015,9203,43.79
20,67,AJOONI,EQ,47506,18078,38.05
20,68,AKG,EQ,8595,7494,87.19
20,69,AKSHARCHEM,EQ,6628,3574,53.92
20,70,AKSHOPTFBR,EQ,366703,231894,63.24
20,71,AKZOINDIA,EQ,3594,2622,72.95
20,72,ALANKIT,EQ,563610,244133,43.32
20,73,ALBERTDAVD,EQ,6777,4631,68.33
20,74,ALEMBICLTD,EQ,118489,64985,54.84
20,75,ALICON,EQ,34927,22159,63.44
20,76,ALKEM,EQ,34257,10888,31.78
20,77,ALKYLAMINE,EQ,20931,7630,36.45
20,78,ALLCARGO,EQ,228199,99988,43.82
20,79,ALLSEC,EQ,8000,5142,64.28
20,80,ALMONDZ,EQ,37971,12955,34.12
20,81,ALOKINDS,EQ,8719905,2749017,31.53
20,82,ALPA,EQ,84208,46950,55.75
20,83,ALPHAGEO,EQ,19326,10442,54.03
20,84,AMARAJABAT,EQ,599725,138318,23.06
20,85,AMBER,EQ,39876,18103,45.40
20,86,AMBICAAGAR,EQ,118128,75874,64.23
20,87,AMBIKCO,EQ,25211,11083,43.96
20,88,AMBUJACEM,EQ,11901556,2687259,22.58
20,89,AMDIND,EQ,328749,140499,42.74
20,90,AMIORG,EQ,61987,24533,39.58
20,91,AMJLAND,EQ,60653,38705,63.81
20,92,AMJUMBO,SM,40000,32000,80.00
20,93,AMRUTANJAN,EQ,71237,35044,49.19
20,94,ANANDRATHI,EQ,110431,54810,49.63
20,95,ANANTRAJ,EQ,414152,197669,47.73
20,96,ANDHRACEMT,EQ,215744,150293,69.66
20,97,ANDHRAPAP,EQ,11984,9004,75.13
20,98,ANDHRSUGAR,EQ,203025,70275,34.61
20,99,ANDREWYU,EQ,59942,34453,57.48
20,100,ANGELONE,EQ,163450,44377,27.15
20,101,ANIKINDS,EQ,27272,17752,65.09
20,102,ANMOL,EQ,290157,84896,29.26
20,103,ANSALAPI,EQ,334995,255105,76.15
20,104,ANUP,EQ,6768,2721,40.20
20,105,ANURAS,EQ,39975,15101,37.78
20,106,APARINDS,EQ,131297,27059,20.61
20,107,APCL,EQ,4398,2775,63.10
20,108,APCOTEXIND,EQ,21656,10349,47.79
20,109,APEX,EQ,56697,20154,35.55
20,110,APLAPOLLO,EQ,207207,136562,65.91
20,111,APLLTD,EQ,622597,350412,56.28
20,112,APOLLOHOSP,EQ,388145,134297,34.60
20,113,APOLLOPIPE,EQ,57446,36392,63.35
20,114,APOLLOTYRE,EQ,2660630,734773,27.62
20,115,APOLSINHOT,EQ,4156,2422,58.28
20,116,APTECHT,EQ,45857,12947,28.23
20,117,APTUS,EQ,162324,62158,38.29
20,118,ARCHIDPLY,EQ,30725,24610,80.10
20,119,ARCHIES,EQ,75513,49062,64.97
20,120,ARIES,EQ,22673,10932,48.22
20,121,ARIHANTCAP,EQ,85974,56591,65.82
20,122,ARIHANTSUP,EQ,158590,75156,47.39
20,123,ARMANFIN,EQ,3493,1866,53.42
20,124,AROGRANITE,EQ,38179,24179,63.33
20,125,ARROWGREEN,EQ,13114,6996,53.35
20,126,ARSHIYA,EQ,413730,230673,55.75
20,127,ARTEMISMED,EQ,15690,10202,65.02
20,128,ARVEE,EQ,3993,2305,57.73
20,129,ARVIND,EQ,425063,156018,36.70
20,130,ARVINDFASN,EQ,105709,39847,37.69
20,131,ARVSMART,EQ,14777,10669,72.20
20,132,ASAHIINDIA,EQ,91856,22790,24.81
20,133,ASAHISONG,EQ,6093,3543,58.15
20,134,ASALCBR,EQ,23457,11890,50.69
20,135,ASHAPURMIN,EQ,90689,64061,70.64
20,136,ASHIANA,EQ,23262,13332,57.31
20,137,ASHIMASYN,EQ,80394,49788,61.93
20,138,ASHOKA,EQ,1025278,465820,45.43
20,139,ASHOKLEY,EQ,8259183,3425036,41.47
20,140,ASIANENE,EQ,63594,46056,72.42
20,141,ASIANHOTNR,EQ,133025,38711,29.10
20,142,ASIANPAINT,EQ,423801,163180,38.50
20,143,ASIANTILES,EQ,108427,59178,54.58
20,144,ASLIND,SM,4000,4000,100.00
20,145,ASPINWALL,EQ,11012,5581,50.68
20,146,ASTEC,EQ,7725,3069,39.73
20,147,ASTERDM,EQ,1215903,411072,33.81
20,148,ASTRAL,EQ,732937,394387,53.81
20,149,ASTRAMICRO,EQ,187789,95702,50.96
20,150,ASTRAZEN,EQ,10091,4461,44.21
20,151,ASTRON,EQ,29419,16549,56.25
20,152,ATFL,EQ,1938,975,50.31
20,153,ATUL,EQ,17746,4910,27.67
20,154,ATULAUTO,EQ,77964,33401,42.84
20,155,AUBANK,EQ,541758,43463,8.02
20,156,AURIONPRO,EQ,49620,33150,66.81
20,157,AUROPHARMA,EQ,3396636,1796948,52.90
20,158,AURUM,EQ,127545,75808,59.44
20,159,AUSOMENT,EQ,50004,13685,27.37
20,160,AUTOAXLES,EQ,6856,4216,61.49
20,161,AVADHSUGAR,EQ,60675,19501,32.14
20,162,AVANTIFEED,EQ,70153,34545,49.24
20,163,AVG,SM,7200,7200,100.00
20,164,AVTNPL,EQ,882193,222607,25.23
20,165,AWHCL,EQ,48380,25508,52.72
20,166,AWL,EQ,10072444,2576657,25.58
20,167,AXISBANK,EQ,5466662,2472208,45.22
20,168,AXISBNKETF,EQ,379,330,87.07
20,169,AXISBPSETF,EQ,1229374,1220832,99.31
20,170,AXISCETF,EQ,1091,755,69.20
20,171,AXISGOLD,EQ,89377,62972,70.46
20,172,AXISHCETF,EQ,2656,1492,56.17
20,173,AXISNIFTY,EQ,5256,3434,65.33
20,174,AXISTECETF,EQ,359,228,63.51
20,175,AYMSYNTEX,EQ,22197,14563,65.61
20,176,BAFNAPH,EQ,4587,2926,63.79
20,177,BAJAJ-AUTO,EQ,277299,77504,27.95
20,178,BAJAJCON,EQ,580530,281133,48.43
20,179,BAJAJELEC,EQ,51517,9770,18.96
20,180,BAJAJFINSV,EQ,174327,21875,12.55
20,181,BAJAJHCARE,EQ,81308,60537,74.45
20,182,BAJAJHIND,EQ,2460879,1631776,66.31
20,183,BAJAJHLDNG,EQ,18341,7568,41.26
20,184,BAJFINANCE,EQ,762517,181765,23.84
20,185,BALAJITELE,EQ,653363,250118,38.28
20,186,BALAMINES,EQ,48736,18431,37.82
20,187,BALAXI,EQ,3278,1336,40.76
20,188,BALKRISIND,EQ,397389,209653,52.76
20,189,BALMLAWRIE,EQ,2925084,424542,14.51
20,190,BALPHARMA,EQ,37122,15808,42.58
20,191,BALRAMCHIN,EQ,1246423,262906,21.09
20,192,BANARBEADS,EQ,17615,5255,29.83
20,193,BANARISUG,EQ,616,246,39.94
20,194,BANCOINDIA,EQ,52032,26706,51.33
20,195,BANDHANBNK,EQ,3968649,988847,24.92
20,196,BANG,EQ,12373,6891,55.69
20,197,BANKBARODA,EQ,31422298,5031910,16.01
20,198,BANKBEES,EQ,324693,103013,31.73
20,199,BANKINDIA,EQ,4048923,1227195,30.31
20,200,BANSWRAS,EQ,43907,22363,50.93
20,201,BARBEQUE,EQ,36083,9721,26.94
20,202,BASF,EQ,17451,7100,40.69
20,203,BASML,EQ,95975,54752,57.05
20,204,BATAINDIA,EQ,171287,38029,22.20
20,205,BAYERCROP,EQ,34451,32124,93.25
20,206,BBETF0432,EQ,3887,2810,72.29
20,207,BBL,EQ,13397,7051,52.63
20,208,BBOX,EQ,149037,127010,85.22
20,209,BBTC,EQ,42979,9270,21.57
20,210,BBTCL,SM,10000,10000,100.00
20,211,BCONCEPTS,EQ,6634,6309,95.10
20,212,BDL,EQ,355953,107180,30.11
20,213,BEARDSELL,EQ,39978,39935,99.89
20,214,BECTORFOOD,EQ,74884,43228,57.73
20,215,BEDMUTHA,EQ,11009,8249,74.93
20,216,BEL,EQ,3538962,1615883,45.66
20,217,BEML,EQ,128347,48888,38.09
20,218,BEPL,EQ,231413,100363,43.37
20,219,BERGEPAINT,EQ,597930,113639,19.01
20,220,BESTAGRO,EQ,88834,9912,11.16
20,221,BETA,SM,6200,4800,77.42
20,222,BEWLTD,SM,12500,9250,74.00
20,223,BFINVEST,EQ,7659,3988,52.07
20,224,BFUTILITIE,EQ,93925,31964,34.03
20,225,BGRENERGY,EQ,378416,173292,45.79
20,226,BHAGCHEM,EQ,1557,1226,78.74
20,227,BHAGERIA,EQ,13905,7860,56.53
20,228,BHAGYANGR,EQ,17241,11834,68.64
20,229,BHAGYAPROP,EQ,5462,4357,79.77
20,230,BHARATFORG,EQ,1187208,590231,49.72
20,231,BHARATGEAR,EQ,32613,22120,67.83
20,232,BHARATRAS,EQ,2852,1117,39.17
20,233,BHARATWIRE,EQ,34437,18021,52.33
20,234,BHARTIARTL,EQ,4099366,2006827,48.95
20,235,BHEL,EQ,17873081,4531857,25.36
20,236,BIGBLOC,EQ,96997,61308,63.21
20,237,BIL,EQ,12009,5204,43.33
20,238,BINDALAGRO,EQ,154059,88421,57.39
20,239,BIOCON,EQ,1428851,254063,17.78
20,240,BIOFILCHEM,EQ,17740,9946,56.07
20,241,BIRET,RR,64931,59713,91.96
20,242,BIRLACABLE,EQ,486586,132876,27.31
20,243,BIRLACORPN,EQ,119305,59519,49.89
20,244,BIRLAMONEY,EQ,41709,26879,64.44
20,245,BIRLATYRE,EQ,110894,75253,67.86
20,246,BLISSGVS,EQ,139530,49651,35.58
20,247,BLKASHYAP,EQ,334173,267145,79.94
20,248,BLS,EQ,60834,33366,54.85
20,249,BLUEDART,EQ,8267,2591,31.34
20,250,BLUESTARCO,EQ,71927,18731,26.04
20,251,BMETRICS,SM,16800,14400,85.71
20,252,BODALCHEM,EQ,173538,74970,43.20
20,253,BOMDYEING,EQ,2358304,476243,20.19
20,254,BORORENEW,EQ,347684,138010,39.69
20,255,BOSCHLTD,EQ,11702,3091,26.41
20,256,BPCL,EQ,2210217,955449,43.23
20,257,BPL,EQ,68538,44549,65.00
20,258,BRFL,EQ,428366,241574,56.39
20,259,BRIGADE,EQ,203449,66857,32.86
20,260,BRIGHT,SM,144000,108000,75.00
20,261,BRITANNIA,EQ,121161,53489,44.15
20,262,BRITANNIA,N2,3059,3059,100.00
20,263,BRITANNIA,N3,13366,13027,97.46
20,264,BROOKS,EQ,14685,7538,51.33
20,265,BSE,EQ,1281275,248608,19.40
20,266,BSHSL,EQ,3470,1632,47.03
20,267,BSL,EQ,13296,8504,63.96
20,268,BSLGOLDETF,EQ,23335,19268,82.57
20,269,BSLNIFTY,EQ,20325,14569,71.68
20,270,BSLSENETFG,EQ,1434,789,55.02
20,271,BSOFT,EQ,1532920,468664,30.57
20,272,BTML,SM,1200,1200,100.00
20,273,BUTTERFLY,EQ,538297,177182,32.92
20,274,BYKE,EQ,497604,233075,46.84
20,275,CADILAHC,EQ,1933643,736822,38.11
20,276,CALSOFT,EQ,634145,324560,51.18
20,277,CAMLINFINE,EQ,221187,119006,53.80
20,278,CAMS,EQ,87849,34389,39.15
20,279,CANBK,EQ,9431843,1193485,12.65
20,280,CANFINHOME,EQ,301083,45880,15.24
20,281,CANTABIL,EQ,15047,3053,20.29
20,282,CAPACITE,EQ,382880,186238,48.64
20,283,CAPLIPOINT,EQ,29741,12059,40.55
20,284,CAPTRUST,EQ,6578,3734,56.76
20,285,CARBORUNIV,EQ,319561,268049,83.88
20,286,CAREERP,EQ,37488,26548,70.82
20,287,CARERATING,EQ,70355,31668,45.01
20,288,CARTRADE,EQ,337939,136087,40.27
20,289,CASTROLIND,EQ,635420,406031,63.90
20,290,CCL,EQ,141608,62073,43.83
20,291,CDSL,EQ,227953,107020,46.95
20,292,CEATLTD,EQ,25569,10515,41.12
20,293,CEBBCO,EQ,113378,68064,60.03
20,294,CENTENKA,EQ,40789,21679,53.15
20,295,CENTEXT,EQ,147794,75393,51.01
20,296,CENTRALBK,EQ,2048638,736958,35.97
20,297,CENTRUM,EQ,462207,274959,59.49
20,298,CENTUM,EQ,64974,27228,41.91
20,299,CENTURYPLY,EQ,62209,28513,45.83
20,300,CENTURYTEX,EQ,193534,62860,32.48
20,301,CERA,EQ,3412,1981,58.06
20,302,CEREBRAINT,EQ,369332,100879,27.31
20,303,CESC,EQ,1200258,629580,52.45
20,304,CGCL,EQ,178783,157207,87.93
20,305,CGPOWER,EQ,1287162,845731,65.71
20,306,CHALET,EQ,297167,60438,20.34
20,307,CHAMBLFERT,EQ,2144722,296779,13.84
20,308,CHEMBOND,EQ,5617,4059,72.26
20,309,CHEMCON,EQ,41882,20964,50.05
20,310,CHEMFAB,EQ,14613,6445,44.10
20,311,CHEMPLASTS,EQ,110651,43914,39.69
20,312,CHENNPETRO,EQ,141253,59371,42.03
20,313,CHOLAFIN,EQ,1074862,218900,20.37
20,314,CHOLAHLDNG,EQ,13299,4462,33.55
20,315,CIGNITITEC,EQ,28372,17177,60.54
20,316,CINELINE,EQ,21411,17329,80.94
20,317,CINEVISTA,EQ,44877,30556,68.09
20,318,CIPLA,EQ,3643338,1913314,52.52
20,319,CLEAN,EQ,76113,24455,32.13
20,320,CLEDUCATE,EQ,213111,158260,74.26
20,321,CLNINDIA,EQ,24074,18289,75.97
20,322,CLSEL,EQ,19451,10286,52.88
20,323,CMSINFO,EQ,592483,218324,36.85
20,324,COALINDIA,EQ,23740696,6866717,28.92
20,325,COASTCORP,EQ,30221,18238,60.35
20,326,COCHINSHIP,EQ,120447,71323,59.22
20,327,COFFEEDAY,EQ,2705564,1291851,47.75
20,328,COFORGE,EQ,217360,95897,44.12
20,329,COLPAL,EQ,290096,206686,71.25
20,330,COMPINFO,EQ,376226,191297,50.85
20,331,CONCOR,EQ,1520502,176620,11.62
20,332,CONFIPET,EQ,561331,252889,45.05
20,333,CONSOFINVT,EQ,14165,9153,64.62
20,334,CONTROLPR,EQ,6321,3428,54.23
20,335,CORALFINAC,EQ,16566,10266,61.97
20,336,CORDSCABLE,EQ,41657,19227,46.16
20,337,COROMANDEL,EQ,446439,209758,46.98
20,338,COSMOFILMS,EQ,36419,9130,25.07
20,339,CPSEETF,EQ,733475,466486,63.60
20,340,CRAFTSMAN,EQ,15814,5117,32.36
20,341,CREATIVE,EQ,8298,6432,77.51
20,342,CREATIVEYE,EQ,7500,7500,100.00
20,343,CREDITACC,EQ,59675,10001,16.76
20,344,CRISIL,EQ,64041,17749,27.72
20,345,CROMPTON,EQ,2231774,1569311,70.32
20,346,CROWN,EQ,53754,41187,76.62
20,347,CSBBANK,EQ,642171,123182,19.18
20,348,CUB,EQ,3966263,816044,20.57
20,349,CUBEXTUB,EQ,8873,5635,63.51
20,350,CUMMINSIND,EQ,1473610,421415,28.60
20,351,CUPID,EQ,33478,25789,77.03
20,352,CYBERTECH,EQ,110379,47336,42.88
20,353,CYIENT,EQ,158005,87229,55.21
20,354,DAAWAT,EQ,639997,263504,41.17
20,355,DABUR,EQ,1383430,761840,55.07
20,356,DALBHARAT,EQ,317609,82412,25.95
20,357,DALMIASUG,EQ,38922,18395,47.26
20,358,DAMODARIND,EQ,68879,41263,59.91
20,359,DANGEE,EQ,14253,9149,64.19
20,360,DATAMATICS,EQ,76553,27311,35.68
20,361,DATAPATTNS,EQ,111159,40078,36.05
20,362,DBCORP,EQ,64609,33214,51.41
20,363,DBL,EQ,814348,322609,39.62
20,364,DCAL,EQ,335117,252747,75.42
20,365,DCBBANK,EQ,795319,431244,54.22
20,366,DCI,SM,12000,12000,100.00
20,367,DCM,EQ,60651,24112,39.76
20,368,DCMNVL,EQ,14427,9755,67.62
20,369,DCMSHRIRAM,EQ,81406,27512,33.80
20,370,DCMSRIND,EQ,141284,81482,57.67
20,371,DCW,EQ,364548,234492,64.32
20,372,DECCANCE,EQ,24817,8653,34.87
20,373,DEEPAKFERT,EQ,248481,97047,39.06
20,374,DEEPAKNTR,EQ,385073,99655,25.88
20,375,DEEPENR,EQ,41011,17852,43.53
20,376,DEEPINDS,EQ,124193,37184,29.94
20,377,DELPHIFX,EQ,549,339,61.75
20,378,DELTACORP,EQ,1611060,339511,21.07
20,379,DELTAMAGNT,EQ,6933,3350,48.32
20,380,DEN,EQ,918145,364734,39.73
20,381,DESTINY,SM,18000,12000,66.67
20,382,DEVIT,EQ,3136,2201,70.18
20,383,DEVYANI,EQ,1401868,434306,30.98
20,384,DFMFOODS,EQ,17577,8474,48.21
20,385,DHAMPURSUG,EQ,384715,80151,20.83
20,386,DHANBANK,EQ,353602,271942,76.91
20,387,DHANI,EQ,3653920,1083183,29.64
20,388,DHANILOANS,N3,227,167,73.57
20,389,DHANILOANS,N4,99,77,77.78
20,390,DHANILOANS,N6,35,35,100.00
20,391,DHANILOANS,N7,30,30,100.00
20,392,DHANILOANS,N8,220,220,100.00
20,393,DHANILOANS,NE,20,20,100.00
20,394,DHANILOANS,NG,60,60,100.00
20,395,DHANILOANS,NR,12,11,91.67
20,396,DHANILOANS,NV,5,5,100.00
20,397,DHANILOANS,NX,50,50,100.00
20,398,DHANUKA,EQ,44796,30273,67.58
20,399,DHARAMSI,EQ,354786,78326,22.08
20,400,DHRUV,EQ,19505,6273,32.16
20,401,DHUNINV,EQ,2124,953,44.87
20,402,DIAMONDYD,EQ,3042,1775,58.35
20,403,DICIND,EQ,986,702,71.20
20,404,DIGISPICE,EQ,49641,42421,85.46
20,405,DIGJAMLMTD,EQ,22761,12988,57.06
20,406,DIL,SM,8400,7200,85.71
20,407,DISHTV,EQ,2715409,1427629,52.58
20,408,DIVISLAB,EQ,580486,262378,45.20
20,409,DIXON,EQ,344777,142125,41.22
20,410,DKEGL,SM,9000,6000,66.67
20,411,DLF,EQ,3470414,837309,24.13
20,412,DLINKINDIA,EQ,184491,61978,33.59
20,413,DMART,EQ,169496,56205,33.16
20,414,DODLA,EQ,6790,3444,50.72
20,415,DOLATALGO,EQ,65823,39591,60.15
20,416,DOLLAR,EQ,63479,27950,44.03
20,417,DONEAR,EQ,23499,15438,65.70
20,418,DPABHUSHAN,EQ,3577,2918,81.58
20,419,DPSCLTD,EQ,70250,57811,82.29
20,420,DPWIRES,EQ,6081,4252,69.92
20,421,DREDGECORP,EQ,89931,22682,25.22
20,422,DRREDDY,EQ,358108,187280,52.30
20,423,DSPN50ETF,EQ,629,505,80.29
20,424,DSPNEWETF,EQ,1384,1215,87.79
20,425,DSPQ50ETF,EQ,8952,4441,49.61
20,426,DSSL,EQ,15744,9515,60.44
20,427,DTIL,EQ,6062,3731,61.55
20,428,DVL,EQ,19025,9490,49.88
20,429,DWARKESH,EQ,1391199,349683,25.14
20,430,DYNAMATECH,EQ,3618,2780,76.84
20,431,DYNAMIC,SM,20000,20000,100.00
20,432,DYNPRO,EQ,32790,23928,72.97
20,433,E2E,SM,6000,4000,66.67
20,434,EASEMYTRIP,EQ,312389,133521,42.74
20,435,EBANK,EQ,1,1,100.00
20,436,EBBETF0423,EQ,861,843,97.91
20,437,EBBETF0425,EQ,3886,3102,79.83
20,438,EBBETF0430,EQ,3266,3142,96.20
20,439,EBBETF0431,EQ,23361,21543,92.22
20,440,EC4RD,MF,400,400,100.00
20,441,ECLERX,EQ,26074,11486,44.05
20,442,ECLFINANCE,NG,194,119,61.34
20,443,ECLFINANCE,NH,436,436,100.00
20,444,ECLFINANCE,NI,108,108,100.00
20,445,ECLFINANCE,NJ,253,253,100.00
20,446,ECLFINANCE,NK,262,237,90.46
20,447,ECLFINANCE,NM,75,75,100.00
20,448,ECLFINANCE,NN,4516,4516,100.00
20,449,ECLFINANCE,NO,50,50,100.00
20,450,ECLFINANCE,NP,179,179,100.00
20,451,ECLFINANCE,NR,1024,748,73.05
20,452,ECLFINANCE,NS,161,161,100.00
20,453,EDELWEISS,EQ,2048481,968554,47.28
20,454,EHFLNCD,N5,75,75,100.00
20,455,EHFLNCD,N6,2141,2141,100.00
20,456,EICHERMOT,EQ,311304,117164,37.64
20,457,EIDPARRY,EQ,953677,515987,54.11
20,458,EIFFL,EQ,18129,7216,39.80
20,459,EIHAHOTELS,EQ,46771,17894,38.26
20,460,EIHOTEL,EQ,229628,84207,36.67
20,461,EIMCOELECO,EQ,3888,2441,62.78
20,462,EKC,EQ,372719,215147,57.72
20,463,ELECON,EQ,365360,112157,30.70
20,464,ELECTCAST,EQ,1062233,532757,50.15
20,465,ELECTHERM,EQ,19928,14805,74.29
20,466,ELGIEQUIP,EQ,1502204,173484,11.55
20,467,ELGIRUBCO,EQ,23012,17248,74.95
20,468,EMAMILTD,EQ,138857,64652,46.56
20,469,EMAMIPAP,EQ,18969,12171,64.16
20,470,EMBASSY,RR,52994,38146,71.98
20,471,EMKAY,EQ,34191,21797,63.75
20,472,EMKAYTOOLS,SM,4800,4800,100.00
20,473,EMMBI,EQ,36381,22253,61.17
20,474,ENDURANCE,EQ,18808,5826,30.98
20,475,ENGINERSIN,EQ,1234458,716601,58.05
20,476,ENIL,EQ,117510,65325,55.59
20,477,EPL,EQ,153215,65875,43.00
20,478,EQUIPPP,EQ,42012,18034,42.93
20,479,EQUITAS,EQ,571883,430310,75.24
20,480,EQUITASBNK,EQ,175621,81121,46.19
20,481,ERFLNCDI,N4,178,118,66.29
20,482,ERFLNCDI,N5,614,563,91.69
20,483,ERIS,EQ,101997,45681,44.79
20,484,EROSMEDIA,EQ,592767,485525,81.91
20,485,ESABINDIA,EQ,1885,673,35.70
20,486,ESCORTS,EQ,366701,282254,76.97
20,487,ESTER,EQ,200320,87485,43.67
20,488,EUROBOND,SM,10000,8000,80.00
20,489,EVEREADY,EQ,2622524,647653,24.70
20,490,EVERESTIND,EQ,1665427,238357,14.31
20,491,EXCELINDUS,EQ,58662,31193,53.17
20,492,EXIDEIND,EQ,1432065,571116,39.88
20,493,EXPLEOSOL,EQ,8319,3055,36.72
20,494,EXXARO,EQ,210489,53648,25.49
20,495,FACT,EQ,111238,21788,19.59
20,496,FAIRCHEMOR,EQ,29662,9058,30.54
20,497,FCL,EQ,847709,171674,20.25
20,498,FCONSUMER,EQ,1932946,1034547,53.52
20,499,FDC,EQ,106899,44644,41.76
20,500,FEDERALBNK,EQ,10075699,2349646,23.32
20,501,FEL,EQ,354658,207634,58.54
20,502,FELDVR,EQ,19187,10519,54.82
20,503,FIBERWEB,EQ,45032,20931,46.48
20,504,FIEMIND,EQ,19262,10230,53.11
20,505,FILATEX,EQ,456629,180904,39.62
20,506,FINCABLES,EQ,57630,24336,42.23
20,507,FINEORG,EQ,18191,3656,20.10
20,508,FINOPB,EQ,237032,72015,30.38
20,509,FINPIPE,EQ,411864,250378,60.79
20,510,FLFL,EQ,60261,40549,67.29
20,511,FMGOETZE,EQ,148679,138231,92.97
20,512,FMNL,EQ,55488,38969,70.23
20,513,FOCE,SM,1200,600,50.00
20,514,FOCUS,EQ,598898,255911,42.73
20,515,FOODSIN,EQ,66191,29795,45.01
20,516,FORCEMOT,EQ,13505,5829,43.16
20,517,FORTIS,EQ,658412,363938,55.28
20,518,FOSECOIND,EQ,1310,680,51.91
20,519,FRETAIL,EQ,1906930,318820,16.72
20,520,FSC,EQ,25175,15813,62.81
20,521,FSL,EQ,5687089,1781492,31.33
20,522,GABRIEL,EQ,316210,150493,47.59
20,523,GAEL,EQ,270152,76790,28.42
20,524,GAIL,EQ,6144296,2900819,47.21
20,525,GALAXYSURF,EQ,11492,4181,36.38
20,526,GALLANTT,EQ,25794,14994,58.13
20,527,GALLISPAT,EQ,14021,10017,71.44
20,528,GANDHITUBE,EQ,1301,920,70.71
20,529,GANECOS,EQ,34162,16192,47.40
20,530,GANESHBE,EQ,117158,88917,75.89
20,531,GANESHHOUC,EQ,28238,18595,65.85
20,532,GANGAFORGE,EQ,1464373,437693,29.89
20,533,GANGESSECU,EQ,11010,6213,56.43
20,534,GARFIBRES,EQ,10608,6431,60.62
20,535,GATI,EQ,721762,219857,30.46
20,536,GAYAPROJ,EQ,4263442,2258280,52.97
20,537,GEECEE,EQ,1933816,412729,21.34
20,538,GEEKAYWIRE,EQ,3412,2702,79.19
20,539,GENCON,EQ,16960,11793,69.53
20,540,GENESYS,EQ,194856,126677,65.01
20,541,GENUSPAPER,EQ,201961,135059,66.87
20,542,GENUSPOWER,EQ,328622,139816,42.55
20,543,GEOJITFSL,EQ,281974,170084,60.32
20,544,GEPIL,EQ,114024,64500,56.57
20,545,GESHIP,EQ,80392,43537,54.16
20,546,GET&D,EQ,50372,32714,64.94
20,547,GFLLIMITED,EQ,637123,212278,33.32
20,548,GHCL,EQ,69071,19495,28.22
